"","year","vote","work","job","outofwork","turnout"
"1335","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1336","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1337","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1338","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1339","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1340","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1341","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1342","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1343","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1344","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1345","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1346","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1347","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1348","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","1. Yes","2. Registered, but did not vote"
"1349","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1350","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1351","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1352","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1353","2008","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1354","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1355","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1356","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1357","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1358","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1359","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","2. Registered, but did not vote"
"1360","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1361","2008","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1362","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1363","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1364","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1365","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1366","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1367","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1368","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1369","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1370","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1371","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1372","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1373","2008","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1374","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1375","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1376","2008","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1377","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1378","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1379","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1380","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1381","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1382","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1383","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","1. Yes","2. Registered, but did not vote"
"1384","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1385","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1386","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1387","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1388","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1389","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1390","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1391","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1392","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1393","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1394","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1395","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1396","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1397","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1398","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1399","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1400","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1401","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1402","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1403","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1404","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1405","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1406","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1407","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1408","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1409","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1410","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1411","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1412","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1413","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1414","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1415","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1416","2008","2. Republican","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"1417","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1418","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1419","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1420","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1421","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1422","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1423","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1424","2008","1. Democrat","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"1425","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1426","2008","2. Republican","7. Homemaker","5. Not much at all","1. Yes","3. Voted (registered)"
"1427","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1428","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1429","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1430","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1431","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1432","2008","1. Democrat","8. Student","5. Not much at all","5. No","3. Voted (registered)"
"1433","2008","2. Republican","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1434","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1435","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1436","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1437","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1438","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1439","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1440","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1441","2008","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1442","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1443","2008","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1444","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1445","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1446","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
